title,year,status,award
Amanda Blake,1971,Nominee,Best Performance by an Actress In A Television Series - Drama
Linda Cristal,1971,Nominee,Best Performance by an Actress In A Television Series - Drama
Yvette Mimieux,1971,Nominee,Best Performance by an Actress In A Television Series - Drama
Denise Nicholas,1971,Nominee,Best Performance by an Actress In A Television Series - Drama
"Bold Ones: The Senator, The",1971,Nominee,Best Television Series - Drama
"Marcus Welby, M.D.",1971,Nominee,Best Television Series - Drama
"Mod Squad, The",1971,Nominee,Best Television Series - Drama
"Young Lawyers, The",1971,Nominee,Best Television Series - Drama
Medical Center,1971,Winner,Best Television Series - Drama
"Courtship Of Eddie's Father, The",1971,Nominee,Best Television Series - Musical or Comedy
Family Affair,1971,Nominee,Best Television Series - Musical or Comedy
"Glen Campbell Goodtime Hour, The",1971,Nominee,Best Television Series - Musical or Comedy
"Partridge Family, The",1971,Nominee,Best Television Series - Musical or Comedy
"Carol Burnett Show, The",1971,Winner,Best Television Series - Musical or Comedy
Ballad of Little Fauss,1971,Nominee,Best Original Song - Motion Picture
Pieces of Dreams,1971,Nominee,Best Original Song - Motion Picture
Thank You Very Much,1971,Nominee,Best Original Song - Motion Picture
Till Love Touches Your Life,1971,Nominee,Best Original Song - Motion Picture
Whistling Away the Dark,1971,Winner,Best Original Song - Motion Picture
M*A*S*H,1971,Winner,Best Motion Picture - Musical or Comedy
The Customer of the Off Season,1971,Nominee,Foreign Film - Foreign Language
Alan Arkin,1970,Nominee,Best Performance by an Actor in a Motion Picture - Drama
Richard Burton,1970,Nominee,Best Performance by an Actor in a Motion Picture - Drama
Dustin Hoffman,1970,Nominee,Best Performance by an Actor in a Motion Picture - Drama
Jon Voight,1970,Nominee,Best Performance by an Actor in a Motion Picture - Drama
John Wayne,1970,Winner,Best Performance by an Actor in a Motion Picture - Drama
Dustin Hoffman,1970,Nominee,Best Performance by an Actor in a Motion Picture - Musical or Comedy
Lee Marvin,1970,Nominee,Best Performance by an Actor in a Motion Picture - Musical or Comedy
Steve McQueen,1970,Nominee,Best Performance by an Actor in a Motion Picture - Musical or Comedy
Anthony Quinn,1970,Nominee,Best Performance by an Actor in a Motion Picture - Musical or Comedy
Bridget Boland,1970,Winner,Best Screenplay - Motion Picture
Butch Cassidy and The Sundance Kid,1970,Nominee,Best Motion Picture - Drama
Midnight Cowboy,1970,Nominee,Best Motion Picture - Drama
"Prime of Miss Jean Brodie, The",1970,Nominee,Best Motion Picture - Drama
"They Shoot Horses, Don't They?",1970,Nominee,Best Motion Picture - Drama
Anne of the Thousand Days,1970,Winner,Best Motion Picture - Drama
Cactus Flower,1970,Nominee,Best Motion Picture - Musical or Comedy
"Goodbye, Columbus",1970,Nominee,Best Motion Picture - Musical or Comedy
"Hello, Dolly!",1970,Nominee,Best Motion Picture - Musical or Comedy
Paint Your Wagon,1970,Nominee,Best Motion Picture - Musical or Comedy
"Secret of Santa Vittoria, The",1970,Winner,Best Motion Picture - Musical or Comedy
William Goldman,1970,Nominee,Best Screenplay - Motion Picture
David Shaw,1970,Nominee,Best Screenplay - Motion Picture
John Mortimer,1970,Nominee,Best Screenplay - Motion Picture
Waldo Salt,1970,Nominee,Best Screenplay - Motion Picture
Ali MacGraw,1970,Winner,New Star Of The Year - Actress
Helmut Berger,1970,Nominee,New Star Of The Year - Actor
Glen Campbell,1970,Nominee,New Star Of The Year - Actor
Michael Douglas,1970,Nominee,New Star Of The Year - Actor
George Lazenby,1970,Nominee,New Star Of The Year - Actor
Jon Voight,1970,Winner,New Star Of The Year - Actor
Georges Delerue,1970,Nominee,Best Original Score - Motion Picture
Leslie Bricusse,1970,Nominee,Best Original Score - Motion Picture
Michel Legrand,1970,Nominee,Best Original Score - Motion Picture
Ernest Gold,1970,Nominee,Best Original Score - Motion Picture
Burt Bacharach,1970,Winner,Best Original Score - Motion Picture
Gene Kelly,1970,Nominee,Best Director - Motion Picture
Stanley Kramer,1970,Nominee,Best Director - Motion Picture
Sydney Pollack,1970,Nominee,Best Director - Motion Picture
Z,1970,Winner,Foreign Film - Foreign Language
Julie Andrews,1970,Winner,World Film Favorites
Mia Farrow,1970,Winner,World Film Favorites
Steve McQueen,1970,Winner,World Film Favorites
Sidney Poitier,1970,Winner,World Film Favorites
Barbra Streisand,1970,Winner,World Film Favorites
Dyan Cannon,1970,Nominee,New Star Of The Year - Actress
Goldie Hawn,1970,Nominee,New Star Of The Year - Actress
Marianne McAndrew,1970,Nominee,New Star Of The Year - Actress
Brenda Vaccaro,1970,Nominee,New Star Of The Year - Actress
Z,1970,Winner,Foreign Film - Foreign Language
Julie Andrews,1970,Winner,World Film Favorites
Mia Farrow,1970,Winner,World Film Favorites
Steve McQueen,1970,Winner,World Film Favorites
Sidney Poitier,1970,Winner,World Film Favorites
Barbra Streisand,1970,Winner,World Film Favorites
Dyan Cannon,1970,Nominee,New Star Of The Year - Actress
Goldie Hawn,1970,Nominee,New Star Of The Year - Actress
Marianne McAndrew,1970,Nominee,New Star Of The Year - Actress
Brenda Vaccaro,1970,Nominee,New Star Of The Year - Actress
Marianne McAndrew,1970,Nominee,Best Performance by an Actress in a Supporting Role in any Motion Picture
Si Phillips,1970,Nominee,Best Performance by an Actress in a Supporting Role in any Motion Picture
Brenda Vaccaro,1970,Nominee,Best Performance by an Actress in a Supporting Role in any Motion Picture
Susannah York,1970,Nominee,Best Performance by an Actress in a Supporting Role in any Motion Picture
Goldie Hawn,1970,Winner,Best Performance by an Actress in a Supporting Role in any Motion Picture
Amanda Blake,1970,Nominee,Actress In A Television Series - Drama
Peggy Lipton,1970,Nominee,Actress In A Television Series - Drama
Denise Nicholas,1970,Nominee,Actress In A Television Series - Drama
Eleanor Parker,1970,Nominee,Actress In A Television Series - Drama
Linda Cristal,1970,Winner,Actress In A Television Series - Drama
Lucille Ball,1970,Nominee,Actress In A Television Series - Musical Or Comedy
Diahann Carroll,1970,Nominee,Actress In A Television Series - Musical Or Comedy
Barbara Eden,1970,Nominee,Actress In A Television Series - Musical Or Comedy
Debbie Reynolds,1970,Nominee,Actress In A Television Series - Musical Or Comedy
Carol Burnett,1970,Winner,Actress In A Television Series - Musical Or Comedy
Julie Sommars,1970,Winner,Actress In A Television Series - Musical Or Comedy
Ingrid Bergman,1970,Nominee,Actress In A Leading Role - Musical Or Comedy
Dyan Cannon,1970,Nominee,Actress In A Leading Role - Musical Or Comedy
Kim Darby,1970,Nominee,Actress In A Leading Role - Musical Or Comedy
Mia Farrow,1970,Nominee,Actress In A Leading Role - Musical Or Comedy
Shirley MacLaine,1970,Nominee,Actress In A Leading Role - Musical Or Comedy
Anna Magnani,1970,Nominee,Actress In A Leading Role - Musical Or Comedy
Barbra Streisand,1970,Nominee,Actress In A Leading Role - Musical Or Comedy
Patty Duke,1970,Winner,Actress In A Leading Role - Musical Or Comedy
Peter O’Toole,1970,Winner,Best Performance by an Actor in a Motion Picture - Musical or Comedy
Red Buttons,1970,Nominee,Best Performance by an Actor in a Supporting Role in any Motion Picture
Jack Nicholson,1970,Nominee,Best Performance by an Actor in a Supporting Role in any Motion Picture
Anthony Quayle,1970,Nominee,Best Performance by an Actor in a Supporting Role in any Motion Picture
Mitch Vogel,1970,Nominee,Best Performance by an Actor in a Supporting Role in any Motion Picture
Gig Young,1970,Winner,Best Performance by an Actor in a Supporting Role in any Motion Picture
Peter Graves,1970,Nominee,Actor In A Television Series - Drama
Lloyd Haines,1970,Nominee,Actor In A Television Series - Drama
Robert Wagner,1970,Nominee,Actor In A Television Series - Drama
Robert Young,1970,Nominee,Actor In A Television Series - Drama
Mike Connors,1970,Winner,Actor In A Television Series - Drama
Glen Campbell,1970,Nominee,Actor In A Television Series - Musical Or Comedy
Tom Jones,1970,Nominee,Actor In A Television Series - Musical Or Comedy
Dean Martin,1970,Nominee,Actor In A Television Series - Musical Or Comedy
Jim Nabors,1970,Nominee,Actor In A Television Series - Musical Or Comedy
Dan Dailey,1970,Winner,Actor In A Television Series - Musical Or Comedy
Jane Fonda,1970,Nominee,Best Performance by an Actress in a Motion Picture - Drama
Liza Minnelli,1970,Nominee,Best Performance by an Actress in a Motion Picture - Drama
Jean Simmons,1970,Nominee,Best Performance by an Actress in a Motion Picture - Drama
Maggie Smith,1970,Nominee,Best Performance by an Actress in a Motion Picture - Drama
Geneviève Bujold,1970,Winner,Best Performance by an Actress in a Motion Picture - Drama
Bracken's World,1970,Nominee,Best Television Series - Drama
Mannix,1970,Nominee,Best Television Series - Drama
"Mod Squad, The",1970,Nominee,Best Television Series - Drama
Room 222,1970,Nominee,Best Television Series - Drama
"Marcus Welby, M.D.",1970,Winner,Best Television Series - Drama
True Grit,1970,Nominee,Best Original Song - Motion Picture
What Are You Doing the Rest Of Your Life?,1970,Nominee,Best Original Song - Motion Picture
Adalen 31,1970,Nominee,Foreign Film - Foreign Language
Alan Arkin,1969,Nominee,Best Performance by an Actor in a Motion Picture - Drama
Alan Bates,1969,Nominee,Best Performance by an Actor in a Motion Picture - Drama
Tony Curtis,1969,Nominee,Best Performance by an Actor in a Motion Picture - Drama
Cliff Robertson,1969,Nominee,Best Performance by an Actor in a Motion Picture - Drama
Peter O’Toole,1969,Winner,Best Performance by an Actor in a Motion Picture - Drama
Fred Astaire,1969,Nominee,Best Performance by an Actor in a Motion Picture - Musical or Comedy
Jack Lemmon,1969,Nominee,Best Performance by an Actor in a Motion Picture - Musical or Comedy
True Grit,1970,Nominee,Best Original Song - Motion Picture
What Are You Doing the Rest Of Your Life?,1970,Nominee,Best Original Song - Motion Picture
Adalen 31,1970,Nominee,Foreign Film - Foreign Language
Alan Arkin,1969,Nominee,Best Performance by an Actor in a Motion Picture - Drama
Alan Bates,1969,Nominee,Best Performance by an Actor in a Motion Picture - Drama
Tony Curtis,1969,Nominee,Best Performance by an Actor in a Motion Picture - Drama
Cliff Robertson,1969,Nominee,Best Performance by an Actor in a Motion Picture - Drama
Peter O’Toole,1969,Winner,Best Performance by an Actor in a Motion Picture - Drama
Fred Astaire,1969,Nominee,Best Performance by an Actor in a Motion Picture - Musical or Comedy
Jack Lemmon,1969,Nominee,Best Performance by an Actor in a Motion Picture - Musical or Comedy
Walter Matthau,1969,Nominee,Best Performance by an Actor in a Motion Picture - Musical or Comedy
Zero Mostel,1969,Nominee,Best Performance by an Actor in a Motion Picture - Musical or Comedy
Sterling Silliphant,1969,Winner,Best Screenplay - Motion Picture
Charly,1969,Nominee,Best Motion Picture - Drama
"Fixer, The",1969,Nominee,Best Motion Picture - Drama
"Heart Is a Lonely Hunter, The",1969,Nominee,Best Motion Picture - Drama
"Shoes of the Fisherman, The",1969,Nominee,Best Motion Picture - Drama
The Lion in Winter,1969,Winner,Best Motion Picture - Drama
Finian's Rainbow,1969,Nominee,Best Motion Picture - Musical or Comedy
"Odd Couple, The (1968)",1969,Nominee,Best Motion Picture - Musical or Comedy
Oliver!,1969,Winner,Best Motion Picture - Musical or Comedy
"Yours, Mine and Ours",1969,Nominee,Best Motion Picture - Musical or Comedy
Funny Girl,1969,Nominee,Best Motion Picture - Musical or Comedy
Dalton Trumbo,1969,Nominee,Best Screenplay - Motion Picture
James Goldman,1969,Nominee,Best Screenplay - Motion Picture
Mel Brooks,1969,Nominee,Best Screenplay - Motion Picture
Roman Polanski,1969,Nominee,Best Screenplay - Motion Picture
Olivia Hussey,1969,Winner,New Star Of The Year - Actress
Alan Alda,1969,Nominee,New Star Of The Year - Actor
Daniel Massey,1969,Nominee,New Star Of The Year - Actor
Michael Sarrazin,1969,Nominee,New Star Of The Year - Actor
Jack Wild,1969,Nominee,New Star Of The Year - Actor
Leonard Whiting,1969,Winner,New Star Of The Year - Actor
"Richard M. Sherman, Robert B. Sherman",1969,Nominee,Best Original Score - Motion Picture
John Barry,1969,Nominee,Best Original Score - Motion Picture
Lionel Bart,1969,Nominee,Best Original Score - Motion Picture
Nino Rota,1969,Nominee,Best Original Score - Motion Picture
Christopher Komeda,1969,Nominee,Best Original Score - Motion Picture
Michel Legrand,1969,Nominee,Best Original Score - Motion Picture
Alex North,1969,Winner,Best Original Score - Motion Picture
Anthony Harvey,1969,Nominee,Best Director - Motion Picture
Carol Reed,1969,Nominee,Best Director - Motion Picture
William Wyler,1969,Nominee,Best Director - Motion Picture
Franco Zeffirelli,1969,Nominee,Best Director - Motion Picture
Paul Newman,1969,Winner,Best Director - Motion Picture
Benjamin,1969,Nominee,Foreign Film - English Language
"Buona Sera, Mrs. Campbell",1969,Nominee,Foreign Film - English Language
Joanna,1969,Nominee,Foreign Film - English Language
Poor Cow,1969,Nominee,Foreign Film - English Language
Romeo and Juliet,1969,Winner,Foreign Film - English Language
"Bride Wore Black, The",1969,Nominee,Foreign Film - Foreign Language
I Even Met Happy Gypsies,1969,Nominee,Foreign Film - Foreign Language
Shame,1969,Nominee,Foreign Film - Foreign Language
Stolen Kisses,1969,Nominee,Foreign Film - Foreign Language
War and Peace (1966),1969,Winner,Foreign Film - Foreign Language
Julie Andrews,1969,Winner,World Film Favorites
Richard Burton,1969,Winner,World Film Favorites
Sean Connery,1969,Winner,World Film Favorites
Sophia Loren,1969,Winner,World Film Favorites
Sidney Poitier,1969,Winner,World Film Favorites
Ewa Aulin,1969,Nominee,New Star Of The Year - Actress
Jacqueline Bisset,1969,Nominee,New Star Of The Year - Actress
Barbara Hancock,1969,Nominee,New Star Of The Year - Actress
Sondra Locke,1969,Nominee,New Star Of The Year - Actress
Leigh Taylor-Young,1969,Nominee,New Star Of The Year - Actress
Barbara Hancock,1969,Nominee,Best Performance by an Actress in a Supporting Role in any Motion Picture
Abbey Lincoln,1969,Nominee,Best Performance by an Actress in a Supporting Role in any Motion Picture
Sondra Locke,1969,Nominee,Best Performance by an Actress in a Supporting Role in any Motion Picture
Jane Morrow,1969,Nominee,Best Performance by an Actress in a Supporting Role in any Motion Picture
Ruth Gordon,1969,Winner,Best Performance by an Actress in a Supporting Role in any Motion Picture
Doris Day,1969,Nominee,Actress In A Television Series
Hope Lange,1969,Nominee,Actress In A Television Series
Elizabeth Montgomery,1969,Nominee,Actress In A Television Series
Nancy Sinatra,1969,Nominee,Actress In A Television Series
Diahann Carroll,1969,Winner,Actress In A Television Series
Julie Andrews,1969,Nominee,Actress In A Leading Role - Musical Or Comedy
Lucille Ball,1969,Nominee,Actress In A Leading Role - Musical Or Comedy
Petula Clark,1969,Nominee,Actress In A Leading Role - Musical Or Comedy
Gina Lollobrigida,1969,Nominee,Actress In A Leading Role - Musical Or Comedy
Barbra Streisand,1969,Winner,Actress In A Leading Role - Musical Or Comedy
Ron Moody,1969,Winner,Best Performance by an Actor in a Motion Picture - Musical or Comedy
Beau Bridges,1969,Nominee,Best Performance by an Actor in a Supporting Role in any Motion Picture
Ossie Davis,1969,Nominee,Best Performance by an Actor in a Supporting Role in any Motion Picture
Hugh Griffith,1969,Nominee,Best Performance by an Actor in a Supporting Role in any Motion Picture
Martin Sheen,1969,Nominee,Best Performance by an Actor in a Supporting Role in any Motion Picture
Daniel Massey,1969,Winner,Best Performance by an Actor in a Supporting Role in any Motion Picture
Raymond Burr,1969,Nominee,Actor In A Television Series
Peter Graves,1969,Nominee,Actor In A Television Series
Dean Martin,1969,Nominee,Actor In A Television Series
Efrem Zimbalist Jr.,1969,Nominee,Actor In A Television Series
Carl Betz,1969,Winner,Actor In A Television Series
Mia Farrow,1969,Nominee,Best Performance by an Actress in a Motion Picture - Drama
Katharine Hepburn,1969,Nominee,Best Performance by an Actress in a Motion Picture - Drama
Vanessa Redgrave,1969,Nominee,Best Performance by an Actress in a Motion Picture - Drama
Beryl Reid,1969,Nominee,Best Performance by an Actress in a Motion Picture - Drama
Joanne Woodward,1969,Winner,Best Performance by an Actress in a Motion Picture - Drama
"Carol Burnett Show, The",1969,Nominee,Television Series
"Doris Day Show, The",1969,Nominee,Television Series
Julia (TV),1969,Nominee,Television Series
"Name of the Game, The",1969,Nominee,Television Series
Carl Betz,1969,Winner,Actor In A Television Series
Mia Farrow,1969,Nominee,Best Performance by an Actress in a Motion Picture - Drama
Katharine Hepburn,1969,Nominee,Best Performance by an Actress in a Motion Picture - Drama
Vanessa Redgrave,1969,Nominee,Best Performance by an Actress in a Motion Picture - Drama
Beryl Reid,1969,Nominee,Best Performance by an Actress in a Motion Picture - Drama
Joanne Woodward,1969,Winner,Best Performance by an Actress in a Motion Picture - Drama
"Carol Burnett Show, The",1969,Nominee,Television Series
"Doris Day Show, The",1969,Nominee,Television Series
Julia (TV),1969,Nominee,Television Series
"Name of the Game, The",1969,Nominee,Television Series
Sidney Poitier,1968,Nominee,Best Performance by an Actor in a Motion Picture - Drama
Rod Steiger,1968,Winner,Best Performance by an Actor in a Motion Picture - Drama
Richard Burton,1968,Nominee,Best Performance by an Actor in a Motion Picture - Musical or Comedy
Rex Harrison,1968,Nominee,Best Performance by an Actor in a Motion Picture - Musical or Comedy
Dustin Hoffman,1968,Nominee,Best Performance by an Actor in a Motion Picture - Musical or Comedy
Ugo Tognazzi,1968,Nominee,Best Performance by an Actor in a Motion Picture - Musical or Comedy
Sterling Silliphant,1968,Winner,Best Screenplay - Motion Picture
Bonnie and Clyde,1968,Nominee,Best Motion Picture - Drama
Far From The Madding Crowd,1968,Nominee,Best Motion Picture - Drama
Guess Who's Coming To Dinner,1968,Nominee,Best Motion Picture - Drama
In Cold Blood,1968,Nominee,Best Motion Picture - Drama
Camelot,1968,Nominee,Best Motion Picture - Musical or Comedy
Doctor Dolittle,1968,Nominee,Best Motion Picture - Musical or Comedy
"Taming of the Shrew, The",1968,Nominee,Best Motion Picture - Musical or Comedy
Thoroughly Modern Millie,1968,Nominee,Best Motion Picture - Musical or Comedy
"Graduate, The",1968,Winner,Best Motion Picture - Musical or Comedy
Robert Benton,1968,Nominee,Best Screenplay - Motion Picture
Lewis John Carlino,1968,Nominee,Best Screenplay - Motion Picture
Buck Henry,1968,Nominee,Best Screenplay - Motion Picture
William Rose,1968,Nominee,Best Screenplay - Motion Picture
Frederick Loewe,1968,Winner,Best Original Score - Motion Picture
Norman Jewison,1968,Nominee,Best Director - Motion Picture
Stanley Kramer,1968,Nominee,Best Director - Motion Picture
Arthur Penn,1968,Nominee,Best Director - Motion Picture
Mark Rydell,1968,Nominee,Best Director - Motion Picture
Mike Nichols,1968,Winner,Best Director - Motion Picture
Accident,1968,Nominee,Foreign Film - English Language
"Jokers, The",1968,Nominee,Foreign Film - English Language
Smashing Time,1968,Nominee,Foreign Film - English Language
Ulysses,1968,Nominee,Foreign Film - English Language
Frederick Loewe,1968,Winner,Best Original Score - Motion Picture
Norman Jewison,1968,Nominee,Best Director - Motion Picture
Stanley Kramer,1968,Nominee,Best Director - Motion Picture
Arthur Penn,1968,Nominee,Best Director - Motion Picture
Mark Rydell,1968,Nominee,Best Director - Motion Picture
Mike Nichols,1968,Winner,Best Director - Motion Picture
Accident,1968,Nominee,Foreign Film - English Language
"Jokers, The",1968,Nominee,Foreign Film - English Language
Smashing Time,1968,Nominee,Foreign Film - English Language
Ulysses,1968,Nominee,Foreign Film - English Language
The Whisperers,1968,Nominee,Foreign Film - English Language
The Fox,1968,Winner,Foreign Film - English Language
The Climax,1968,Nominee,Foreign Film - Foreign Language
Closely Watched Trains,1968,Nominee,Foreign Film - Foreign Language
Elvira Madigan,1968,Nominee,Foreign Film - Foreign Language
The Stranger,1968,Nominee,Foreign Film - Foreign Language
Live For Life,1968,Winner,Foreign Film - Foreign Language
Julie Andrews,1968,Winner,World Film Favorites
Paul Newman,1968,Winner,World Film Favorites
Greta Baldwin,1968,Nominee,New Star Of The Year - Actress
Pia Degermark,1968,Nominee,New Star Of The Year - Actress
Faye Dunaway,1968,Nominee,New Star Of The Year - Actress
Katharine Houghton,1968,Nominee,New Star Of The Year - Actress
Katharine Ross,1968,Nominee,New Star Of The Year - Actress
Sharon Tate,1968,Nominee,New Star Of The Year - Actress
Quentin Dean,1968,Nominee,Best Performance by an Actress in a Supporting Role in any Motion Picture
Lillian Gish,1968,Nominee,Best Performance by an Actress in a Supporting Role in any Motion Picture
Lee Grant,1968,Nominee,Best Performance by an Actress in a Supporting Role in any Motion Picture
Pruenella Ransome,1968,Nominee,Best Performance by an Actress in a Supporting Role in any Motion Picture
Beah Richards,1968,Nominee,Best Performance by an Actress in a Supporting Role in any Motion Picture
Carol Channing,1968,Winner,Best Performance by an Actress in a Supporting Role in any Motion Picture
Barbara Bain,1968,Nominee,Actress In A Television Series
Lucille Ball,1968,Nominee,Actress In A Television Series
Nancy Sinatra,1968,Nominee,Actress In A Television Series
Barbara Stanwyck,1968,Nominee,Actress In A Television Series
Carol Burnett,1968,Winner,Actress In A Television Series
Julie Andrews,1968,Nominee,Actress In A Leading Role - Musical Or Comedy
Audrey Hepburn,1968,Nominee,Actress In A Leading Role - Musical Or Comedy
Shirley MacLaine,1968,Nominee,Actress In A Leading Role - Musical Or Comedy
Vanessa Redgrave,1968,Nominee,Actress In A Leading Role - Musical Or Comedy
Anne Bancroft,1968,Winner,Actress In A Leading Role - Musical Or Comedy
Richard Harris,1968,Winner,Best Performance by an Actor in a Motion Picture - Musical or Comedy
John Cassavetes,1968,Nominee,Best Performance by an Actor in a Supporting Role in any Motion Picture
George Kennedy,1968,Nominee,Best Performance by an Actor in a Supporting Role in any Motion Picture
Michael J. Pollard,1968,Nominee,Best Performance by an Actor in a Supporting Role in any Motion Picture
Efrem Zimbalist Jr.,1968,Nominee,Best Performance by an Actor in a Supporting Role in any Motion Picture
Richard Attenborough,1968,Winner,Best Performance by an Actor in a Supporting Role in any Motion Picture
Brendon Boone,1968,Nominee,Actor In A Television Series
Ben Gazzara,1968,Nominee,Actor In A Television Series
Dean Martin,1968,Nominee,Actor In A Television Series
Andy Williams,1968,Nominee,Actor In A Television Series
Martin Landau,1968,Winner,Actor In A Television Series
Faye Dunaway,1968,Nominee,Best Performance by an Actress in a Motion Picture - Drama
Audrey Hepburn,1968,Nominee,Best Performance by an Actress in a Motion Picture - Drama
Katharine Hepburn,1968,Nominee,Best Performance by an Actress in a Motion Picture - Drama
Anne Heywood,1968,Nominee,Best Performance by an Actress in a Motion Picture - Drama
Edith Evans,1968,Winner,Best Performance by an Actress in a Motion Picture - Drama
"Carol Burnett Show, The",1968,Nominee,Television Series
"Dean Martin Show, The",1968,Nominee,Television Series
Garrison's Gorillas,1968,Nominee,Television Series
Rowan & Martin's Laugh-In,1968,Nominee,Television Series
Mission: Impossible,1968,Winner,Television Series
Des Ronds dans L'Eau,1968,Nominee,Best Original Song - Motion Picture
Please Don't Gamble With Love,1968,Nominee,Best Original Song - Motion Picture
If Ever I Would Leave You,1968,Winner,Best Original Song - Motion Picture
Talk To The Animals,1968,Nominee,Best Original Song - Motion Picture
Thoroughly Modern Millie,1968,Nominee,Best Original Song - Motion Picture
In the Heat of the Night,1968,Winner,Best Motion Picture - Drama
Richard Burton,1967,Nominee,Best Performance by an Actor in a Motion Picture - Drama
Michael Caine,1967,Nominee,Best Performance by an Actor in a Motion Picture - Drama
The Sand Pebbles,1967,Nominee,Best Motion Picture - Drama
Who's Afraid of Virginia Woolf?,1967,Nominee,Best Motion Picture - Drama
"Man for All Seasons, A",1967,Winner,Best Motion Picture - Drama
"Funny Thing Happened on the Way to the Forum, A",1967,Nominee,Best Motion Picture - Musical or Comedy
Gambit,1967,Nominee,Best Motion Picture - Musical or Comedy
"Not With My Wife, You Don't",1967,Nominee,Best Motion Picture - Musical or Comedy
You're a Big Boy Now,1967,Nominee,Best Motion Picture - Musical or Comedy
"Russians Are Coming, The Russians Are Coming, The",1967,Winner,Best Motion Picture - Musical or Comedy
Bill Naughton,1967,Nominee,Best Screenplay - Motion Picture
William Rose,1967,Nominee,Best Screenplay - Motion Picture
The Sand Pebbles,1967,Nominee,Best Motion Picture - Drama
Who's Afraid of Virginia Woolf?,1967,Nominee,Best Motion Picture - Drama
"Man for All Seasons, A",1967,Winner,Best Motion Picture - Drama
"Funny Thing Happened on the Way to the Forum, A",1967,Nominee,Best Motion Picture - Musical or Comedy
Gambit,1967,Nominee,Best Motion Picture - Musical or Comedy
"Not With My Wife, You Don't",1967,Nominee,Best Motion Picture - Musical or Comedy
You're a Big Boy Now,1967,Nominee,Best Motion Picture - Musical or Comedy
"Russians Are Coming, The Russians Are Coming, The",1967,Winner,Best Motion Picture - Musical or Comedy
Bill Naughton,1967,Nominee,Best Screenplay - Motion Picture
William Rose,1967,Nominee,Best Screenplay - Motion Picture
Robert Anderson,1967,Nominee,Best Screenplay - Motion Picture
Ernest Lehman,1967,Nominee,Best Screenplay - Motion Picture
Camilla Sparv,1967,Winner,New Star Of The Year - Actress
Alan Arkin,1967,Nominee,New Star Of The Year - Actor
Alan Bates,1967,Nominee,New Star Of The Year - Actor
John Philip Law,1967,Nominee,New Star Of The Year - Actor
Antonio Sábato,1967,Nominee,New Star Of The Year - Actor
James Farentino,1967,Winner,New Star Of The Year - Actor
Toshirô Mayuzumi,1967,Nominee,Best Original Score - Motion Picture
Maurice Jarre,1967,Nominee,Best Original Score - Motion Picture
Francis Lai,1967,Nominee,Best Original Score - Motion Picture
Jerry Goldsmith,1967,Nominee,Best Original Score - Motion Picture
Elmer Bernstein,1967,Winner,Best Original Score - Motion Picture
Lewis Gilbert,1967,Nominee,Best Director - Motion Picture
Claude Lelouch,1967,Nominee,Best Director - Motion Picture
Mike Nichols,1967,Nominee,Best Director - Motion Picture
Robert Wise,1967,Nominee,Best Director - Motion Picture
Fred Zinnemann,1967,Winner,Best Director - Motion Picture
Blow-Up,1967,Nominee,Foreign Film - English Language
Georgy Girl,1967,Nominee,Foreign Film - English Language
Morgan!,1967,Nominee,Foreign Film - English Language
Romeo And Juliet (1966),1967,Nominee,Foreign Film - English Language
The Spy With A Cold Nose,1967,Nominee,Foreign Film - English Language
Alfie (1966),1967,Winner,Foreign Film - English Language
Impossible On Saturday,1967,Nominee,Foreign Film - Foreign Language
"Signore & signori (The Birds, The Bees And The Italians)",1967,Nominee,Foreign Film - Foreign Language
Loves of a Blonde,1967,Nominee,Foreign Film - Foreign Language
A Man And A Woman,1967,Winner,Foreign Film - Foreign Language
Julie Andrews,1967,Winner,World Film Favorites
Steve McQueen,1967,Winner,World Film Favorites
Candice Bergen,1967,Nominee,New Star Of The Year - Actress
Candice Bergen,1967,Nominee,New Star Of The Year - Actress
Marie Gomez,1967,Nominee,New Star Of The Year - Actress
Lynn Redgrave,1967,Nominee,New Star Of The Year - Actress
Jessica Walter,1967,Nominee,New Star Of The Year - Actress
Sandy Dennis,1967,Nominee,Best Performance by an Actress in a Supporting Role in any Motion Picture
Vivien Merchant,1967,Nominee,Best Performance by an Actress in a Supporting Role in any Motion Picture
Geraldine Page,1967,Nominee,Best Performance by an Actress in a Supporting Role in any Motion Picture
Shelley Winters,1967,Nominee,Best Performance by an Actress in a Supporting Role in any Motion Picture
Jocelyn Lagarde,1967,Winner,Best Performance by an Actress in a Supporting Role in any Motion Picture
Phyllis Diller,1967,Nominee,Actress In A Television Series
Barbara Eden,1967,Nominee,Actress In A Television Series
Elizabeth Montgomery,1967,Nominee,Actress In A Television Series
Barbara Stanwyck,1967,Nominee,Actress In A Television Series
Marlo Thomas,1967,Winner,Actress In A Television Series
Jane Fonda,1967,Nominee,Actress In A Leading Role - Musical Or Comedy
Elizabeth Hartman,1967,Nominee,Actress In A Leading Role - Musical Or Comedy
Shirley MacLaine,1967,Nominee,Actress In A Leading Role - Musical Or Comedy
Vanessa Redgrave,1967,Nominee,Actress In A Leading Role - Musical Or Comedy
Lynn Redgrave,1967,Winner,Actress In A Leading Role - Musical Or Comedy
Dean Martin,1967,Winner,Actor In A Television Series
Ida Kaminska,1967,Nominee,Best Performance by an Actress in a Motion Picture - Drama
Virginia McKenna,1967,Nominee,Best Performance by an Actress in a Motion Picture - Drama
