Movie_ID,Movie_Name,Rating,Votes,Meta_score,PG_Rating,Year,Duration,Director,Director_ID
331,Hot Fuzz,7.8,528000,81,R,2007,2h 1m,Edgar Wright,111
332,Shaun of the Dead,7.9,585000,76,R,2004,1h 39m,Edgar Wright,111
333,Sound of Freedom,7.7,90000,36,PG-13,2023,2h 11m,Alejandro Monteverde,114
334,Krampus,6.2,82000,49,PG-13,2015,1h 38m,Michael Dougherty,117
335,Godzilla: King of the Monsters,6.0,199000,48,PG-13,2019,2h 12m,Michael Dougherty,117
336,L.A. Confidential,8.2,607000,91,R,1997,2h 18m,Curtis Hanson,118
337,8 Mile,7.2,314000,77,R,2002,1h 50m,Curtis Hanson,118
338,Transformers: Rise of the Beasts,6.0,92000,42,PG-13,2023,2h 7m,Steven Caple Jr.,119
339,Top Gun: Maverick,8.3,647000,78,PG-13,2022,2h 10m,Joseph Kosinski,120
340,TRON: Legacy,6.8,351000,49,PG,2010,2h 5m,Joseph Kosinski,120
341,Oblivion,7.0,547000,54,PG-13,2013,2h 4m,Joseph Kosinski,120
342,Beverly Hills Cop,7.4,197000,66,R,1984,1h 45m,Martin Brest,121
343,Meet Joe Black,7.2,259000,43,PG-13,1998,2h 58m,Martin Brest,121
344,Scent of a Woman,8.0,322000,57,R,1992,2h 36m,Martin Brest,121
345,Midnight Run,7.5,93000,78,R,1988,2h 6m,Martin Brest,121
346,The Christmas Chronicles,7.0,81000,52,PG,2018,1h 44m,Clay Kaytis,122
347,A Christmas Story Christmas,6.7,17000,55,PG,2022,1h 38m,Clay Kaytis,122
348,The Nightmare Before Christmas,7.9,369000,82,PG,1993,1h 16m,Henry Selick,125
349,Coraline,7.7,258000,80,PG,2009,1h 40m,Henry Selick,125
350,Deck the Halls,5.0,32000,28,PG,2006,1h 33m,John Whitesell,126
351,Holidate,6.1,76000,44,TV-MA,2020,1h 44m,John Whitesell,126
352,Bottoms,6.8,25000,74,R,2023,1h 31m,Emma Seligman,127
353,Avatar: The Way of Water,7.6,472000,67,PG-13,2022,3h 12m,James Cameron,128
354,Titanic,7.9,1300000,75,PG-13,1997,3h 14m,James Cameron,128
355,Aliens,8.4,751000,84,R,1986,2h 17m,James Cameron,128
356,Terminator 2: Judgment Day,8.6,1200000,75,R,1991,2h 17m,James Cameron,128
357,The Abyss,7.5,188000,62,PG-13,1989,2h 20m,James Cameron,128
358,Avatar,7.9,1400000,83,PG-13,2009,2h 42m,James Cameron,128
359,The Terminator,8.1,909000,84,R,1984,1h 47m,James Cameron,128
360,True Lies,7.3,276000,63,R,1994,2h 21m,James Cameron,128
361,Love,6.1,65000,51,TV-MA,2015,2h 15m,Gaspar NoÃ©,129
362,Saw X,6.6,60000,60,R,2023,1h 58m,Kevin Greutert,130
363,It's a Wonderful Knife,5.3,3700,52,R,2023,1h 27m,Tyler MacIntyre,131
364,Babylon,7.1,155000,61,R,2022,3h 9m,Damien Chazelle,132
365,Whiplash,8.5,953000,89,R,2014,1h 46m,Damien Chazelle,132
366,La La Land,8.0,645000,94,PG-13,2016,2h 8m,Damien Chazelle,132
367,Shazam! Fury of the Gods,6.0,116000,47,PG-13,2023,2h 10m,David F. Sandberg,133
368,Shazam!,7.0,377000,71,PG-13,2019,2h 12m,David F. Sandberg,133
369,A Good Person,7.1,18000,50,R,2023,2h 8m,Zach Braff,134
370,The Color Purple,7.7,94000,78,PG-13,1985,2h 34m,Steven Spielberg,135
371,Jurassic Park,8.2,1000000,68,PG-13,1993,2h 7m,Steven Spielberg,135
372,Schindler's List,9.0,1400000,95,R,1993,3h 15m,Steven Spielberg,135
373,Raiders of the Lost Ark,8.4,1000000,86,PG,1981,1h 55m,Steven Spielberg,135
374,Saving Private Ryan,8.6,1500000,91,R,1998,2h 49m,Steven Spielberg,135
375,Catch Me If You Can,8.1,1100000,75,PG-13,2002,2h 21m,Steven Spielberg,135
376,Indiana Jones and the Temple of Doom,7.5,527000,57,PG,1984,1h 58m,Steven Spielberg,135
377,Indiana Jones and the Last Crusade,8.2,799000,65,PG-13,1989,2h 7m,Steven Spielberg,135
378,West Side Story,7.1,93000,85,PG-13,2021,2h 36m,Steven Spielberg,135
379,The Fabelmans,7.5,109000,84,PG-13,2022,2h 31m,Steven Spielberg,135
380,Indiana Jones and the Kingdom of the Crystal Skull,6.2,485000,65,PG-13,2008,2h 2m,Steven Spielberg,135
381,Hook,6.8,269000,52,PG,1991,2h 22m,Steven Spielberg,135
382,Jaws,8.1,648000,87,PG,1975,2h 4m,Steven Spielberg,135
383,E.T. the Extra-Terrestrial,7.9,431000,92,PG,1982,1h 55m,Steven Spielberg,135
384,Ready Player One,7.4,471000,64,PG-13,2018,2h 20m,Steven Spielberg,135
385,Minority Report,7.6,576000,80,PG-13,2002,2h 25m,Steven Spielberg,135
386,War of the Worlds,6.5,469000,73,PG-13,2005,1h 56m,Steven Spielberg,135
387,A.I. Artificial Intelligence,7.2,320000,65,PG-13,2001,2h 26m,Steven Spielberg,135
388,The Lost World: Jurassic Park,6.5,438000,59,PG-13,1997,2h 9m,Steven Spielberg,135
389,The Terminal,7.4,487000,55,PG-13,2004,2h 8m,Steven Spielberg,135
390,Empire of the Sun,7.7,133000,62,PG,1987,2h 33m,Steven Spielberg,135
391,Lincoln,7.3,270000,87,PG-13,2012,2h 30m,Steven Spielberg,135
392,Munich,7.5,236000,74,R,2005,2h 44m,Steven Spielberg,135
393,Close Encounters of the Third Kind,7.6,213000,90,PG,1977,2h 18m,Steven Spielberg,135
394,Bridge of Spies,7.6,324000,81,PG-13,2015,2h 22m,Steven Spielberg,135
395,Die Hard 2,7.1,377000,67,R,1990,2h 4m,Renny Harlin,136
396,The Long Kiss Goodnight,6.8,84000,43,R,1996,2h 1m,Renny Harlin,136
397,Fair Play,6.4,30000,73,R,2023,1h 53m,Chloe Domont,137
398,Dumb Money,6.9,21000,66,R,2023,1h 45m,Craig Gillespie,142
399,Cruella,7.3,258000,59,PG-13,2021,2h 14m,Craig Gillespie,142
400,"I, Tonya",7.5,237000,77,R,2017,1h 59m,Craig Gillespie,142
401,Love Story,6.9,37000,84,PG,1970,1h 40m,Arthur Hiller,143
402,The Hospital,7.1,7200,72,PG-13,1971,1h 43m,Arthur Hiller,143
403,Requiem for a Dream,8.3,884000,71,Unrated,2000,1h 42m,Darren Aronofsky,144
404,Black Swan,8.0,809000,79,R,2010,1h 48m,Darren Aronofsky,144
405,The Whale,7.7,193000,60,R,2022,1h 57m,Darren Aronofsky,144
406,Mother!,6.6,245000,76,R,2017,2h 1m,Darren Aronofsky,144
407,Midsommar,7.1,382000,72,R,2019,2h 28m,Ari Aster,147
408,Beau Is Afraid,6.8,49000,63,R,2023,2h 59m,Ari Aster,147
409,Hereditary,7.3,364000,87,R,2018,2h 7m,Ari Aster,147
410,The Gentlemen,7.8,378000,51,R,2019,1h 53m,Guy Ritchie,148
411,The Covenant,7.5,144000,63,R,2023,2h 3m,Guy Ritchie,148
412,Snatch,8.2,895000,55,R,2000,1h 42m,Guy Ritchie,148
413,Operation Fortune: Ruse de Guerre,6.3,78000,51,R,2023,1h 54m,Guy Ritchie,148
414,Aladdin,6.9,285000,53,PG,2019,2h 8m,Guy Ritchie,148
415,"Lock, Stock and Two Smoking Barrels",8.1,608000,66,R,1998,1h 47m,Guy Ritchie,148
416,Wrath of Man,7.1,200000,57,R,2021,1h 59m,Guy Ritchie,148
417,King Arthur: Legend of the Sword,6.7,229000,41,PG-13,2017,2h 6m,Guy Ritchie,148
418,The Man from U.N.C.L.E.,7.2,327000,56,PG-13,2015,1h 56m,Guy Ritchie,148
419,Sherlock Holmes,7.6,661000,57,PG-13,2009,2h 8m,Guy Ritchie,148
420,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",6.9,420000,75,PG,2005,2h 23m,Andrew Adamson,149
421,The Chronicles of Narnia: Prince Caspian,6.5,222000,62,PG,2008,2h 30m,Andrew Adamson,149
422,Godzilla vs. Kong,6.3,230000,59,PG-13,2021,1h 53m,Adam Wingard,150
423,Mean Girls,7.1,418000,66,PG-13,2004,1h 37m,Mark Waters,151
424,Bad Santa 2,5.6,28000,38,R,2016,1h 32m,Mark Waters,151
425,The Family Man,6.8,117000,42,PG-13,2000,2h 5m,Brett Ratner,152
426,Rush Hour,7.0,289000,60,PG-13,1998,1h 38m,Brett Ratner,152
427,X-Men: The Last Stand,6.6,535000,58,PG-13,2006,1h 44m,Brett Ratner,152
428,Red Dragon,7.2,287000,60,R,2002,2h 4m,Brett Ratner,152
429,She's All That,5.9,102000,51,PG-13,1999,1h 35m,Robert Iscove,153
430,Triangle of Sadness,7.3,163000,63,R,2022,2h 27m,Ruben Ãstlund,154
431,The Northman,7.0,243000,82,R,2022,2h 17m,Robert Eggers,155
432,The Lighthouse,7.4,245000,83,R,2019,1h 49m,Robert Eggers,155
433,The Witch,7.0,292000,84,R,2015,1h 32m,Robert Eggers,155
434,Spider-Man: No Way Home,8.2,849000,71,PG-13,2021,2h 28m,Jon Watts,156
435,Spider-Man: Homecoming,7.4,704000,73,PG-13,2017,2h 13m,Jon Watts,156
436,Spider-Man: Far from Home,7.4,540000,69,PG-13,2019,2h 9m,Jon Watts,156
437,The Rocky Horror Picture Show,7.4,164000,65,R,1975,1h 40m,Jim Sharman,157
438,Elemental,7.0,103000,58,PG,2023,1h 41m,Peter Sohn,158
439,Origin,6.5,583,76,PG-13,2023,2h 15m,Ava DuVernay,159
440,Hunter Killer,6.6,71000,43,R,2018,2h 1m,Donovan Marsh,160
441,Pain Hustlers,6.5,32000,44,R,2023,2h 3m,David Yates,161
442,Harry Potter and the Deathly Hallows: Part 2,8.1,929000,85,PG-13,2011,2h 10m,David Yates,161
443,Harry Potter and the Deathly Hallows: Part 1,7.7,586000,65,PG-13,2010,2h 26m,David Yates,161
444,Harry Potter and the Order of the Phoenix,7.5,620000,71,PG-13,2007,2h 18m,David Yates,161
445,Harry Potter and the Half-Blood Prince,7.6,582000,78,PG,2009,2h 33m,David Yates,161
446,Fantastic Beasts: The Secrets of Dumbledore,6.2,163000,47,PG-13,2022,2h 22m,David Yates,161
447,The Legend of Tarzan,6.2,185000,44,PG-13,2016,1h 50m,David Yates,161
448,Fantastic Beasts and Where to Find Them,7.2,500000,66,PG-13,2016,2h 12m,David Yates,161
449,Fantastic Beasts: The Crimes of Grindelwald,6.5,303000,52,PG-13,2018,2h 14m,David Yates,161
450,The Silence of the Lambs,8.6,1500000,86,R,1991,1h 58m,Jonathan Demme,162
451,Philadelphia,7.7,254000,66,PG-13,1993,2h 5m,Jonathan Demme,162
452,Joker,8.4,1400000,59,R,2019,2h 2m,Todd Phillips,163
453,The Hangover,7.7,829000,73,R,2009,1h 40m,Todd Phillips,163
454,Road Trip,6.5,176000,55,R,2000,1h 33m,Todd Phillips,163
455,Old School,7.0,241000,54,R,2003,1h 28m,Todd Phillips,163
456,War Dogs,7.1,245000,57,R,2016,1h 54m,Todd Phillips,163
457,The Flash,6.7,191000,55,PG-13,2023,2h 24m,Andy Muschietti,164
458,It,7.3,593000,69,R,2017,2h 15m,Andy Muschietti,164
459,It Chapter Two,6.5,294000,58,R,2019,2h 49m,Andy Muschietti,164
460,Old Dads,6.2,34000,42,R,2023,1h 44m,Bill Burr,165
461,The Princess Bride,8.0,445000,78,PG,1987,1h 38m,Rob Reiner,166
462,Stand by Me,8.1,432000,75,R,1986,1h 29m,Rob Reiner,166
463,Misery,7.8,230000,75,R,1990,1h 47m,Rob Reiner,166
464,When Harry Met Sally...,7.7,237000,76,R,1989,1h 35m,Rob Reiner,166
465,A Few Good Men,7.7,282000,62,R,1992,2h 18m,Rob Reiner,166
466,This Is Spinal Tap,7.9,145000,92,R,1984,1h 22m,Rob Reiner,166
467,American Beauty,8.3,1200000,84,R,1999,2h 2m,Sam Mendes,167
468,Skyfall,7.8,722000,81,PG-13,2012,2h 23m,Sam Mendes,167
469,1917,8.2,654000,78,R,2019,1h 59m,Sam Mendes,167
470,Spectre,6.8,460000,60,PG-13,2015,2h 28m,Sam Mendes,167
471,Revolutionary Road,7.3,222000,69,R,2008,1h 59m,Sam Mendes,167
472,Jarhead,7.0,203000,58,R,2005,2h 5m,Sam Mendes,167
473,LÃ©on: The Professional,8.5,1200000,64,R,1994,1h 50m,Luc Besson,168
474,Lucy,6.4,526000,62,R,2014,1h 29m,Luc Besson,168
475,The Fifth Element,7.6,497000,52,PG-13,1997,2h 6m,Luc Besson,168
476,Valerian and the City of a Thousand Planets,6.4,194000,51,PG-13,2017,2h 16m,Luc Besson,168
477,Anna,6.6,91000,40,R,2019,1h 58m,Luc Besson,168
478,DogMan,6.7,2000,37,R,2023,1h 53m,Luc Besson,168
479,Harry Potter and the Goblet of Fire,7.7,667000,81,PG-13,2005,2h 37m,Mike Newell,169
480,Four Weddings and a Funeral,7.1,163000,81,R,1994,1h 57m,Mike Newell,169
481,Donnie Brasco,7.7,326000,77,R,1997,2h 7m,Mike Newell,169
482,Mona Lisa Smile,6.5,89000,45,PG-13,2003,1h 57m,Mike Newell,169
483,The Menu,7.2,366000,71,R,2022,1h 47m,Mark Mylod,170
484,Expend4bles,4.8,28000,30,R,2023,1h 43m,Scott Waugh,171
485,American Psycho,7.6,691000,64,R,2000,1h 42m,Mary Harron,172
486,Fred Claus,5.7,47000,42,PG,2007,1h 56m,David Dobkin,173
487,The Change-Up,6.3,193000,39,R,2011,1h 52m,David Dobkin,173
488,Wedding Crashers,7.0,371000,64,R,2005,1h 59m,David Dobkin,173
489,Eyes Wide Shut,7.5,367000,69,TV-MA,1999,2h 39m,Stanley Kubrick,174
490,Barry Lyndon,8.1,179000,89,PG,1975,3h 5m,Stanley Kubrick,174
491,The Shining,8.4,1100000,66,R,1980,2h 26m,Stanley Kubrick,174
492,2001: A Space Odyssey,8.3,706000,84,G,1968,2h 29m,Stanley Kubrick,174
493,A Clockwork Orange,8.3,868000,77,X,1971,2h 16m,Stanley Kubrick,174
494,Full Metal Jacket,8.3,778000,78,R,1987,1h 56m,Stanley Kubrick,174
495,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,8.4,511000,97,PG,1964,1h 35m,Stanley Kubrick,174
496,Eight Crazy Nights,5.3,25000,23,PG-13,2002,1h 16m,Seth Kearsley,175
497,The Night Before,6.4,81000,58,R,2015,1h 41m,Jonathan Levine,178
498,Long Shot,6.8,119000,67,R,2019,2h 5m,Jonathan Levine,178
499,Bullet Train,7.3,398000,49,R,2022,2h 7m,David Leitch,179
500,Deadpool 2,7.6,627000,66,R,2018,1h 59m,David Leitch,179
501,Fast & Furious Presents: Hobbs & Shaw,6.5,231000,60,PG-13,2019,2h 17m,David Leitch,179
502,Beauty and the Beast,7.1,329000,65,PG,2017,2h 9m,Bill Condon,182
503,The Twilight Saga: Breaking Dawn - Part 2,5.5,260000,52,PG-13,2012,1h 55m,Bill Condon,182
504,The Twilight Saga: Breaking Dawn - Part 1,4.9,251000,45,PG-13,2011,1h 57m,Bill Condon,182
505,Don't Worry Darling,6.3,135000,48,R,2022,2h 3m,Olivia Wilde,183
506,Booksmart,7.1,129000,84,R,2019,1h 42m,Olivia Wilde,183
507,The Little Mermaid,7.2,147000,59,PG,2023,2h 15m,Rob Marshall,184
508,Chicago,7.2,240000,81,PG-13,2002,1h 53m,Rob Marshall,184
509,Pirates of the Caribbean: On Stranger Tides,6.6,555000,45,PG-13,2011,2h 16m,Rob Marshall,184
510,Into the Woods,5.9,147000,69,PG,2014,2h 5m,Rob Marshall,184
511,Noelle,6.3,26000,48,G,2019,1h 40m,Marc Lawrence,185
512,There Will Be Blood,8.2,629000,93,R,2007,2h 38m,Paul Thomas Anderson,186
513,Boogie Nights,7.9,278000,86,R,1997,2h 35m,Paul Thomas Anderson,186
514,Licorice Pizza,7.1,136000,90,R,2021,2h 13m,Paul Thomas Anderson,186
515,Phantom Thread,7.4,142000,90,R,2017,2h 10m,Paul Thomas Anderson,186
516,The Master,7.1,184000,86,R,2012,2h 18m,Paul Thomas Anderson,186
517,Magnolia,8.0,325000,78,R,1999,3h 8m,Paul Thomas Anderson,186
518,Jack Frost,5.4,40000,40,PG,1998,1h 41m,Troy Miller,189
519,Vacation,7.3,118000,55,R,1983,1h 38m,Harold Ramis,190
520,Groundhog Day,8.0,670000,72,PG,1993,1h 41m,Harold Ramis,190
521,Caddyshack,7.2,125000,48,13+,1980,1h 38m,Harold Ramis,190
522,Bedazzled,6.1,111000,49,PG-13,2000,1h 33m,Harold Ramis,190
523,No Time to Die,7.3,435000,68,PG-13,2021,2h 43m,Cary Joji Fukunaga,198
524,Please Don't Destroy: The Treasure of Foggy Mountain,6.1,4400,49,R,2023,1h 32m,Paul Briganti,201
525,The Notebook,7.8,606000,53,PG-13,2004,2h 3m,Nick Cassavetes,202
526,Twilight,5.3,481000,56,PG-13,2008,2h 2m,Catherine Hardwicke,203
527,Thirteen,6.8,96000,70,R,2003,1h 40m,Catherine Hardwicke,203
528,Mafia Mamma,5.4,8600,42,R,2023,1h 41m,Catherine Hardwicke,203
529,The Nativity Story,6.8,12000,52,PG,2006,1h 41m,Catherine Hardwicke,203
530,Scarface,8.3,897000,65,18+,1983,2h 50m,Brian De Palma,204
531,Mission: Impossible,7.2,462000,59,PG-13,1996,1h 50m,Brian De Palma,204
532,The Untouchables,7.8,326000,79,R,1987,1h 59m,Brian De Palma,204
533,Carrie,7.4,203000,86,R,1976,1h 38m,Brian De Palma,204
534,Fifty Shades of Grey,4.2,332000,46,R,2015,2h 5m,Sam Taylor-Johnson,205
535,A Boy Called Christmas,6.7,26000,61,PG,2021,1h 46m,Gil Kenan,206
536,Wind River,7.7,274000,73,R,2017,1h 47m,Taylor Sheridan,207
537,Uncharted,6.3,246000,45,PG-13,2022,1h 56m,Ruben Fleischer,208
538,Venom,6.6,526000,35,PG-13,2018,1h 52m,Ruben Fleischer,208
539,Zombieland,7.6,610000,73,R,2009,1h 28m,Ruben Fleischer,208
540,Zombieland: Double Tap,6.7,196000,55,R,2019,1h 39m,Ruben Fleischer,208
541,Infinity Pool,6.0,49000,72,R,2023,1h 57m,Brandon Cronenberg,209
542,10 Things I Hate About You,7.3,373000,70,PG-13,1999,1h 37m,Gil Junger,210
543,The Marsh King's Daughter,5.8,4700,46,R,2023,1h 49m,Neil Burger,211
544,Divergent,6.6,482000,48,PG-13,2014,2h 19m,Neil Burger,211
545,Limitless,7.4,603000,59,PG-13,2011,1h 45m,Neil Burger,211
546,Harry Potter and the Prisoner of Azkaban,7.9,676000,82,PG,2004,2h 22m,Alfonso CuarÃ³n,212
547,Children of Men,7.9,522000,84,R,2006,1h 49m,Alfonso CuarÃ³n,212
548,Gravity,7.7,853000,96,PG-13,2013,1h 31m,Alfonso CuarÃ³n,212
549,Good Will Hunting,8.3,1000000,71,R,1997,2h 6m,Gus Van Sant,213
550,Don't Look Up,7.2,580000,49,R,2021,2h 18m,Adam McKay,214
551,The Other Guys,6.6,284000,64,PG-13,2010,1h 47m,Adam McKay,214
552,The Big Short,7.8,472000,81,R,2015,2h 10m,Adam McKay,214
553,Step Brothers,6.9,313000,51,R,2008,1h 38m,Adam McKay,214
554,Talladega Nights: The Ballad of Ricky Bobby,6.6,196000,66,PG-13,2006,1h 48m,Adam McKay,214
555,Anchorman: The Legend of Ron Burgundy,7.1,374000,63,PG-13,2004,1h 34m,Adam McKay,214
556,Vice,7.2,159000,61,R,2018,2h 12m,Adam McKay,214
557,Joy Ride,6.4,18000,74,R,2023,1h 35m,Adele Lim,217
558,Men,6.1,58000,65,R,2022,1h 40m,Alex Garland,218
559,Ex Machina,7.7,575000,78,R,2014,1h 48m,Alex Garland,218
560,Annihilation,6.8,353000,79,R,2018,1h 55m,Alex Garland,218
561,The Banshees of Inisherin,7.7,236000,87,R,2022,1h 54m,Martin McDonagh,219
562,"Three Billboards Outside Ebbing, Missouri",8.1,543000,88,R,2017,1h 55m,Martin McDonagh,219
563,In Bruges,7.9,455000,67,R,2008,1h 47m,Martin McDonagh,219
564,Trading Places,7.5,162000,69,R,1983,1h 56m,John Landis,220
565,National Lampoon's Animal House,7.4,128000,79,R,1978,1h 49m,John Landis,220
566,Beverly Hills Cop III,5.5,86000,16,R,1994,1h 44m,John Landis,220
567,Coming to America,7.1,220000,47,R,1988,1h 57m,John Landis,220
568,The Blues Brothers,7.9,210000,60,R,1980,2h 13m,John Landis,220
569,An American Werewolf in London,7.5,118000,55,R,1981,1h 37m,John Landis,220
570,Aquaman,6.8,507000,55,PG-13,2018,2h 23m,James Wan,221
571,The Conjuring,7.5,545000,68,R,2013,1h 52m,James Wan,221
572,Saw,7.6,459000,46,R,2004,1h 43m,James Wan,221
573,Malignant,6.2,105000,51,R,2021,1h 51m,James Wan,221
574,Furious 7,7.1,410000,67,PG-13,2015,2h 17m,James Wan,221
575,Insidious,6.8,334000,52,PG-13,2010,1h 43m,James Wan,221
576,The Conjuring 2,7.3,295000,65,R,2016,2h 14m,James Wan,221
577,Troy,7.3,561000,56,R,2004,2h 43m,Wolfgang Petersen,222
578,The NeverEnding Story,7.3,154000,46,PG,1984,1h 42m,Wolfgang Petersen,222
579,Poseidon,5.7,109000,50,PG-13,2006,1h 38m,Wolfgang Petersen,222
580,Hypnotic,5.5,27000,53,R,2023,1h 33m,Robert Rodriguez,226
581,From Dusk Till Dawn,7.2,335000,48,R,1996,1h 48m,Robert Rodriguez,226
582,The Adventures of Sharkboy and Lavagirl 3-D,3.7,41000,38,PG,2005,1h 33m,Robert Rodriguez,226
583,Alita: Battle Angel,7.3,288000,53,PG-13,2019,2h 2m,Robert Rodriguez,226
584,Spy Kids,5.6,125000,71,PG,2001,1h 28m,Robert Rodriguez,226
585,Desperado,7.1,195000,55,R,1995,1h 44m,Robert Rodriguez,226
586,We Can Be Heroes,4.7,17000,51,PG,2020,1h 40m,Robert Rodriguez,226
587,Call Me by Your Name,7.8,303000,94,R,2017,2h 12m,Luca Guadagnino,227
588,Bones and All,6.8,53000,74,R,2022,2h 11m,Luca Guadagnino,227
589,Suspiria,6.7,89000,64,R,2018,2h 32m,Luca Guadagnino,227
590,Get Out,7.8,674000,85,R,2017,1h 44m,Jordan Peele,228
591,Nope,6.8,252000,77,R,2022,2h 10m,Jordan Peele,228
592,Us,6.8,332000,81,R,2019,1h 56m,Jordan Peele,228
593,Some Like It Hot,8.2,279000,98,Passed,1959,2h 1m,Billy Wilder,229
594,Witness for the Prosecution,8.4,134000,76,Approved,1957,1h 56m,Billy Wilder,229
595,The Apartment,8.3,192000,94,Approved,1960,2h 5m,Billy Wilder,229
596,Meg 2: The Trench,5.0,67000,40,PG-13,2023,1h 56m,Ben Wheatley,230
597,Love Hard,6.3,60000,42,TV-MA,2021,1h 44m,HernÃ¡n JimÃ©nez,231
598,Eternal Sunshine of the Spotless Mind,8.3,1100000,89,R,2004,1h 48m,Michel Gondry,232
599,We're the Millers,7.0,478000,44,R,2013,1h 50m,Rawson Marshall Thurber,233
600,Dodgeball: A True Underdog Story,6.7,263000,55,PG-13,2004,1h 32m,Rawson Marshall Thurber,233
601,Red Notice,6.3,308000,37,PG-13,2021,1h 58m,Rawson Marshall Thurber,233
602,Green Book,8.2,546000,69,PG-13,2018,2h 10m,Peter Farrelly,236
603,The Greatest Beer Run Ever,6.8,25000,39,R,2022,2h 6m,Peter Farrelly,236
604,Top Gun,6.9,490000,50,PG,1986,1h 49m,Tony Scott,239
605,True Romance,7.9,239000,59,R,1993,1h 59m,Tony Scott,239
606,Man on Fire,7.7,383000,47,R,2004,2h 26m,Tony Scott,239
607,Beverly Hills Cop II,6.5,127000,48,R,1987,1h 40m,Tony Scott,239
608,Spy Game,7.1,165000,63,R,2001,2h 6m,Tony Scott,239
609,12 Angry Men,9.0,845000,97,Approved,1957,1h 36m,Sidney Lumet,240
610,Network,8.1,167000,83,R,1976,2h 1m,Sidney Lumet,240
611,Dog Day Afternoon,8.0,270000,86,R,1975,2h 5m,Sidney Lumet,240
612,Serpico,7.7,132000,83,R,1973,2h 10m,Sidney Lumet,240
613,Burlesque,6.4,92000,47,PG-13,2010,1h 59m,Steve Antin,241
614,BlackBerry,7.4,30000,78,R,2023,2h,Matt Johnson,242
615,Casino Royale,8.0,685000,80,PG-13,2006,2h 24m,Martin Campbell,243
616,Green Lantern,5.5,294000,39,PG-13,2011,1h 54m,Martin Campbell,243
617,GoldenEye,7.2,267000,65,PG-13,1995,2h 10m,Martin Campbell,243
618,Star Wars: Episode IV - A New Hope,8.6,1400000,90,PG,1977,2h 1m,George Lucas,244
619,Star Wars: Episode I - The Phantom Menace,6.5,843000,51,PG,1999,2h 16m,George Lucas,244
620,Star Wars: Episode III - Revenge of the Sith,7.6,832000,68,PG-13,2005,2h 20m,George Lucas,244
621,Star Wars: Episode II - Attack of the Clones,6.6,746000,54,PG,2002,2h 22m,George Lucas,244
622,American Graffiti,7.4,97000,97,PG,1973,1h 50m,George Lucas,244
623,Silent Hill,6.5,241000,31,R,2006,2h 5m,Christophe Gans,245
624,Fiddler on the Roof,8.0,47000,67,G,1971,3h 1m,Norman Jewison,246
625,Moonstruck,7.1,66000,83,PG,1987,1h 42m,Norman Jewison,246
626,Glass Onion,7.1,420000,81,PG-13,2022,2h 19m,Rian Johnson,247
627,Knives Out,7.9,751000,82,PG-13,2019,2h 10m,Rian Johnson,247
628,Looper,7.4,596000,84,R,2012,1h 59m,Rian Johnson,247
629,Star Wars: Episode VIII - The Last Jedi,6.9,662000,84,PG-13,2017,2h 32m,Rian Johnson,247
630,Memory,7.1,438,72,R,2023,1h 40m,Michel Franco,248
631,The Many Saints of Newark,6.3,61000,60,R,2021,2h,Alan Taylor,249
632,Terminator Genisys,6.3,290000,38,PG-13,2015,2h 6m,Alan Taylor,249
633,Pirates of the Caribbean: The Curse of the Black Pearl,8.1,1200000,63,PG-13,2003,2h 23m,Gore Verbinski,250
634,Pirates of the Caribbean: Dead Man's Chest,7.4,755000,53,PG-13,2006,2h 31m,Gore Verbinski,250
635,Pirates of the Caribbean: At World's End,7.1,682000,50,PG-13,2007,2h 49m,Gore Verbinski,250
636,The Ring,7.1,370000,57,PG-13,2002,1h 55m,Gore Verbinski,250
637,The Longest Ride,7.0,88000,33,PG-13,2015,2h 3m,George Tillman Jr.,251
638,Big George Foreman,6.6,7200,45,PG-13,2023,2h 9m,George Tillman Jr.,251
639,A Man Called Otto,7.5,144000,51,PG-13,2022,2h 6m,Marc Forster,252
640,World War Z,7.0,706000,63,PG-13,2013,1h 56m,Marc Forster,252
641,Quantum of Solace,6.6,466000,58,PG-13,2008,1h 46m,Marc Forster,252
642,No One Will Save You,6.3,56000,60,PG-13,2023,1h 33m,Brian Duffield,253
643,The Deer Hunter,8.1,356000,86,R,1978,3h 3m,Michael Cimino,256
644,"Are You There God? It's Me, Margaret.",7.3,20000,84,PG-13,2023,1h 46m,Kelly Fremon Craig,257
645,The Help,8.1,484000,62,PG-13,2011,2h 26m,Tate Taylor,258
646,Ma,5.6,59000,53,R,2019,1h 39m,Tate Taylor,258
647,The Girl on the Train,6.5,197000,48,R,2016,1h 52m,Tate Taylor,258
648,The Truman Show,8.2,1200000,90,PG,1998,1h 43m,Peter Weir,259
649,Dead Poets Society,8.1,531000,79,PG,1989,2h 8m,Peter Weir,259
650,Master and Commander: The Far Side of the World,7.5,234000,81,PG-13,2003,2h 18m,Peter Weir,259
651,Witness,7.4,103000,76,R,1985,1h 52m,Peter Weir,259
652,The Sound of Music,8.1,253000,63,G,1965,2h 52m,Robert Wise,260
653,Fast Times at Ridgemont High,7.1,114000,61,R,1982,1h 30m,Amy Heckerling,261
654,Clueless,6.9,239000,71,PG-13,1995,1h 37m,Amy Heckerling,261
655,National Lampoon's European Vacation,6.2,71000,47,PG-13,1985,1h 35m,Amy Heckerling,261
