title,year,status,award,movie
Glenda Jackson,1972,Nominee,Best Performance by an Actress in a Motion Picture - Drama,"Mary, Queen of Scots"
Vanessa Redgrave,1972,Nominee,Best Performance by an Actress in a Motion Picture - Drama,"Mary, Queen of Scots"
Jessica Walter,1972,Nominee,Best Performance by an Actress in a Motion Picture - Drama,Play Misty for Me
Jane Fonda,1972,Winner,Best Performance by an Actress in a Motion Picture - Drama,Klute
Brian's Song,1972,Nominee,Television Movie,
Duel,1972,Nominee,Television Movie,
"Homecoming, The",1972,Nominee,Television Movie,
"Last Child, The",1972,Nominee,Television Movie,
"Snow Goose, The",1972,Winner,Television Movie,
"Marcus Welby, M.D.",1972,Nominee,Best Television Series - Drama,
Medical Center,1972,Nominee,Best Television Series - Drama,
"Mod Squad, The",1972,Nominee,Best Television Series - Drama,
"O'Hara, U. S. Treasury",1972,Nominee,Best Television Series - Drama,
Mannix,1972,Winner,Best Television Series - Drama,
"Carol Burnett Show, The",1972,Nominee,Best Television Series - Musical or Comedy,
"Flip Wilson Show, The",1972,Nominee,Best Television Series - Musical or Comedy,
"Mary Tyler Moore Show, The",1972,Nominee,Best Television Series - Musical or Comedy,
"Partridge Family, The",1972,Nominee,Best Television Series - Musical or Comedy,
All In The Family,1972,Winner,Best Television Series - Musical or Comedy,
Life Is What You Make It,1972,Winner,Best Original Song - Motion Picture,Kotch
Long Ago Tomorrow,1972,Nominee,Best Original Song - Motion Picture,Long Ago Tomorrow
Rain Falls Anywhere It Wants To,1972,Nominee,Best Original Song - Motion Picture,"African Elephant, The"
Something More,1972,Nominee,Best Original Song - Motion Picture,Honky
Theme From Shaft,1972,Nominee,Best Original Song - Motion Picture,Shaft
Melvyn Douglas,1971,Nominee,Best Performance by an Actor in a Motion Picture - Drama,I Never Sang For My Father
James Earl Jones,1971,Nominee,Best Performance by an Actor in a Motion Picture - Drama,"Great White Hope, The"
Jack Nicholson,1971,Nominee,Best Performance by an Actor in a Motion Picture - Drama,Five Easy Pieces
"Partridge Family, The",1972,Nominee,Best Television Series - Musical or Comedy,
All In The Family,1972,Winner,Best Television Series - Musical or Comedy,
Life Is What You Make It,1972,Winner,Best Original Song - Motion Picture,Kotch
Long Ago Tomorrow,1972,Nominee,Best Original Song - Motion Picture,Long Ago Tomorrow
Rain Falls Anywhere It Wants To,1972,Nominee,Best Original Song - Motion Picture,"African Elephant, The"
Something More,1972,Nominee,Best Original Song - Motion Picture,Honky
Theme From Shaft,1972,Nominee,Best Original Song - Motion Picture,Shaft
Melvyn Douglas,1971,Nominee,Best Performance by an Actor in a Motion Picture - Drama,I Never Sang For My Father
James Earl Jones,1971,Nominee,Best Performance by an Actor in a Motion Picture - Drama,"Great White Hope, The"
Jack Nicholson,1971,Nominee,Best Performance by an Actor in a Motion Picture - Drama,Five Easy Pieces
Donald Sutherland,1971,Nominee,Best Performance by an Actor in a Motion Picture - Musical or Comedy,M*A*S*H
Erich Segal,1971,Winner,Best Screenplay - Motion Picture,Love Story
Airport,1971,Nominee,Best Motion Picture - Drama,
Five Easy Pieces,1971,Nominee,Best Motion Picture - Drama,
I Never Sang For My Father,1971,Nominee,Best Motion Picture - Drama,
Patton,1971,Nominee,Best Motion Picture - Drama,
Love Story,1971,Winner,Best Motion Picture - Drama,
Darling Lili,1971,Nominee,Best Motion Picture - Musical or Comedy,
Diary of a Mad Housewife,1971,Nominee,Best Motion Picture - Musical or Comedy,
Lovers and Other Strangers,1971,Nominee,Best Motion Picture - Musical or Comedy,
Scrooge,1971,Nominee,Best Motion Picture - Musical or Comedy,
Carole Eastman,1971,Nominee,Best Screenplay - Motion Picture,Five Easy Pieces
John Cassavetes,1971,Nominee,Best Screenplay - Motion Picture,Husbands
Ring Lardner Jr.,1971,Nominee,Best Screenplay - Motion Picture,M*A*S*H
Leslie Bricusse,1971,Nominee,Best Screenplay - Motion Picture,Scrooge
Anna Calder Marshall,1971,Nominee,New Star Of The Year - Actress,"Pussycat, Pussycat, I Love You"
Marlo Thomas,1971,Nominee,New Star Of The Year - Actress,Jenny
Angel Tompkins,1971,Nominee,New Star Of The Year - Actress,I Love My Wife
Carrie Snodgress,1971,Winner,New Star Of The Year - Actress,Diary of a Mad Housewife
Assaf Dayan,1971,Nominee,New Star Of The Year - Actor,Promise at Dawn
Frank Langella,1971,Nominee,New Star Of The Year - Actor,Diary of a Mad Housewife
Joe Namath,1971,Nominee,New Star Of The Year - Actor,Norwood
Kenneth Nelson,1971,Nominee,New Star Of The Year - Actor,"Boys in the Band, The"
James Earl Jones,1971,Winner,New Star Of The Year - Actor,"Great White Hope, The"
Alfred Newman,1971,Nominee,Best Original Score - Motion Picture,Airport
Frank Cordell,1971,Nominee,Best Original Score - Motion Picture,Cromwell
Leslie Bricusse,1971,Nominee,Best Original Score - Motion Picture,Scrooge
Michel Legrand,1971,Nominee,Best Original Score - Motion Picture,Wuthering Heights
Francis Lai,1971,Winner,Best Original Score - Motion Picture,Love Story
Robert Altman,1971,Nominee,Best Director - Motion Picture,M*A*S*H
Bob Rafelson,1971,Nominee,Best Director - Motion Picture,Five Easy Pieces
Ken Russell,1971,Nominee,Best Director - Motion Picture,Women In Love
Franklin J. Schaffner,1971,Nominee,Best Director - Motion Picture,Patton
Arthur Hiller,1971,Winner,Best Director - Motion Picture,Love Story
Act of the Heart,1971,Nominee,Foreign Film - English Language,
Bloomfield,1971,Nominee,Foreign Film - English Language,
"Virgin and the Gypsy, The",1971,Nominee,Foreign Film - English Language,
"Walking Major, The",1971,Nominee,Foreign Film - English Language,
Women In Love,1971,Winner,Foreign Film - English Language,
Borsalino,1971,Nominee,Foreign Film - Foreign Language,
"Confession, The",1971,Nominee,Foreign Film - Foreign Language,
Investigation of a Citizen Above Suspicion,1971,Nominee,Foreign Film - Foreign Language,
Rider on the Rain,1971,Winner,Foreign Film - Foreign Language,
Clint Eastwood,1971,Winner,World Film Favorites,
Sophia Loren,1971,Winner,World Film Favorites,
Sidney Poitier,1971,Winner,World Film Favorites,
Barbra Streisand,1971,Winner,World Film Favorites,
Jane Alexander,1971,Nominee,New Star Of The Year - Actress,"Great White Hope, The"
Lola Falana,1971,Nominee,New Star Of The Year - Actress,"Liberation of L. B. Jones, The"
Tina Chen,1971,Nominee,Best Performance by an Actress in a Supporting Role in any Motion Picture,"Hawaiians, The"
Lee Grant,1971,Nominee,Best Performance by an Actress in a Supporting Role in any Motion Picture,"Landlord, The"
Sally Kellerman,1971,Nominee,Best Performance by an Actress in a Supporting Role in any Motion Picture,M*A*S*H
Karen Black,1971,Winner,Best Performance by an Actress in a Supporting Role in any Motion Picture,Five Easy Pieces
Maureen Stapleton,1971,Winner,Best Performance by an Actress in a Supporting Role in any Motion Picture,Airport
Sue Ane Langdon,1971,Nominee,Actress In A Supporting Role - Television Series,Arnie
Miyoshi Umeki,1971,Nominee,Actress In A Supporting Role - Television Series,"Courtship Of Eddie's Father, The"
Karen Valentine,1971,Nominee,Actress In A Supporting Role - Television Series,Room 222
Lesley Warren,1971,Nominee,Actress In A Supporting Role - Television Series,Mission: Impossible
Gail Fisher,1971,Winner,Actress In A Supporting Role - Television Series,Mannix
Peggy Lipton,1971,Winner,Best Performance by an Actress In A Television Series - Drama,"Mod Squad, The"
Julie Andrews,1971,Nominee,Actress In A Leading Role - Musical Or Comedy,Darling Lili
Sandy Dennis,1971,Nominee,Actress In A Leading Role - Musical Or Comedy,"Out-of-Towners, The"
Angela Lansbury,1971,Nominee,Actress In A Leading Role - Musical Or Comedy,Something for Everyone
Barbra Streisand,1971,Nominee,Actress In A Leading Role - Musical Or Comedy,"Owl and The Pussycat, The"
Carrie Snodgress,1971,Winner,Actress In A Leading Role - Musical Or Comedy,Diary of a Mad Housewife
Lucille Ball,1971,Nominee,Best Performance by an Actress in a Television Series - Musical or Comedy,Here's Lucy
Shirley Jones,1971,Nominee,Best Performance by an Actress in a Television Series - Musical or Comedy,"Partridge Family, The"
Juliet Mills,1971,Nominee,Best Performance by an Actress in a Television Series - Musical or Comedy,Nanny and The Professor
Elizabeth Montgomery,1971,Nominee,Best Performance by an Actress in a Television Series - Musical or Comedy,Bewitched
Mary Tyler Moore,1971,Winner,Best Performance by an Actress in a Television Series - Musical or Comedy,"Mary Tyler Moore Show, The"
Albert Finney,1971,Winner,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Scrooge
Herschel Bernardi,1971,Nominee,Best Performance by an Actor in a Television Series - Musical or Comedy,Arnie
David Frost,1971,Nominee,Best Performance by an Actor in a Television Series - Musical or Comedy,"David Frost Show, The"
Merv Griffin,1971,Nominee,Best Performance by an Actor in a Television Series - Musical or Comedy,"Merv Griffin Show, The"
Danny Thomas,1971,Nominee,Best Performance by an Actor in a Television Series - Musical or Comedy,Make Room For Granddaddy
Flip Wilson,1971,Winner,Best Performance by an Actor in a Television Series - Musical or Comedy,"Flip Wilson Show, The"
Chief Dan George,1971,Nominee,Best Performance by an Actor in a Supporting Role in any Motion Picture,Little Big Man
Trevor Howard,1971,Nominee,Best Performance by an Actor in a Supporting Role in any Motion Picture,Ryan's Daughter
George Kennedy,1971,Nominee,Best Performance by an Actor in a Supporting Role in any Motion Picture,Airport
John Marley,1971,Nominee,Best Performance by an Actor in a Supporting Role in any Motion Picture,Love Story
John Mills,1971,Winner,Best Performance by an Actor in a Supporting Role in any Motion Picture,Ryan's Daughter
Tige Andrews,1971,Nominee,Actor In A Supporting Role - Television Series,"Mod Squad, The"
Michael Constantine,1971,Nominee,Actor In A Supporting Role - Television Series,Room 222
Henry Gibson,1971,Nominee,Actor In A Supporting Role - Television Series,Rowan & Martin's Laugh-In
Zalman King,1971,Nominee,Actor In A Supporting Role - Television Series,"Young Lawyers, The"
James Brolin,1971,Winner,Actor In A Supporting Role - Television Series,"Marcus Welby, M.D."
Faye Dunaway,1971,Nominee,Best Performance by an Actress in a Motion Picture - Drama,Puzzle of a Downfall Child
Glenda Jackson,1971,Nominee,Best Performance by an Actress in a Motion Picture - Drama,Women In Love
Melina Mercouri,1971,Nominee,Best Performance by an Actress in a Motion Picture - Drama,Promise at Dawn
Sarah Miles,1971,Nominee,Best Performance by an Actress in a Motion Picture - Drama,Ryan's Daughter
Ali MacGraw,1971,Winner,Best Performance by an Actress in a Motion Picture - Drama,Love Story
Amanda Blake,1971,Nominee,Best Performance by an Actress In A Television Series - Drama,Gunsmoke
Linda Cristal,1971,Nominee,Best Performance by an Actress In A Television Series - Drama,High Chaparral
Yvette Mimieux,1971,Nominee,Best Performance by an Actress In A Television Series - Drama,"Most Deadly Game, The"
Denise Nicholas,1971,Nominee,Best Performance by an Actress In A Television Series - Drama,Room 222
"Bold Ones: The Senator, The",1971,Nominee,Best Television Series - Drama,
"Marcus Welby, M.D.",1971,Nominee,Best Television Series - Drama,
"Mod Squad, The",1971,Nominee,Best Television Series - Drama,
"Young Lawyers, The",1971,Nominee,Best Television Series - Drama,
Medical Center,1971,Winner,Best Television Series - Drama,
"Courtship Of Eddie's Father, The",1971,Nominee,Best Television Series - Musical or Comedy,
Family Affair,1971,Nominee,Best Television Series - Musical or Comedy,
"Glen Campbell Goodtime Hour, The",1971,Nominee,Best Television Series - Musical or Comedy,
"Partridge Family, The",1971,Nominee,Best Television Series - Musical or Comedy,
"Carol Burnett Show, The",1971,Winner,Best Television Series - Musical or Comedy,
Ballad of Little Fauss,1971,Nominee,Best Original Song - Motion Picture,Little Fauss and Big Halsey
Pieces of Dreams,1971,Nominee,Best Original Song - Motion Picture,Pieces of Dreams
Thank You Very Much,1971,Nominee,Best Original Song - Motion Picture,Scrooge
Till Love Touches Your Life,1971,Nominee,Best Original Song - Motion Picture,Madron
Whistling Away the Dark,1971,Winner,Best Original Song - Motion Picture,Darling Lili
M*A*S*H,1971,Winner,Best Motion Picture - Musical or Comedy,
The Customer of the Off Season,1971,Nominee,Foreign Film - Foreign Language,
Alan Arkin,1970,Nominee,Best Performance by an Actor in a Motion Picture - Drama,Popi
Richard Burton,1970,Nominee,Best Performance by an Actor in a Motion Picture - Drama,Anne of the Thousand Days
Dustin Hoffman,1970,Nominee,Best Performance by an Actor in a Motion Picture - Drama,Midnight Cowboy
Jon Voight,1970,Nominee,Best Performance by an Actor in a Motion Picture - Drama,Midnight Cowboy
John Wayne,1970,Winner,Best Performance by an Actor in a Motion Picture - Drama,True Grit
Dustin Hoffman,1970,Nominee,Best Performance by an Actor in a Motion Picture - Musical or Comedy,John and Mary
Lee Marvin,1970,Nominee,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Paint Your Wagon
Steve McQueen,1970,Nominee,Best Performance by an Actor in a Motion Picture - Musical or Comedy,"Reivers, The"
Anthony Quinn,1970,Nominee,Best Performance by an Actor in a Motion Picture - Musical or Comedy,"Secret of Santa Vittoria, The"
Bridget Boland,1970,Winner,Best Screenplay - Motion Picture,Anne of the Thousand Days
Butch Cassidy and The Sundance Kid,1970,Nominee,Best Motion Picture - Drama,
Midnight Cowboy,1970,Nominee,Best Motion Picture - Drama,
"Prime of Miss Jean Brodie, The",1970,Nominee,Best Motion Picture - Drama,
"They Shoot Horses, Don't They?",1970,Nominee,Best Motion Picture - Drama,
Anne of the Thousand Days,1970,Winner,Best Motion Picture - Drama,
Cactus Flower,1970,Nominee,Best Motion Picture - Musical or Comedy,
"Goodbye, Columbus",1970,Nominee,Best Motion Picture - Musical or Comedy,
"Hello, Dolly!",1970,Nominee,Best Motion Picture - Musical or Comedy,
Paint Your Wagon,1970,Nominee,Best Motion Picture - Musical or Comedy,
"Secret of Santa Vittoria, The",1970,Winner,Best Motion Picture - Musical or Comedy,
William Goldman,1970,Nominee,Best Screenplay - Motion Picture,Butch Cassidy and The Sundance Kid
David Shaw,1970,Nominee,Best Screenplay - Motion Picture,"If It's Tuesday, This Must Be Belgium"
John Mortimer,1970,Nominee,Best Screenplay - Motion Picture,John and Mary
Waldo Salt,1970,Nominee,Best Screenplay - Motion Picture,Midnight Cowboy
Ali MacGraw,1970,Winner,New Star Of The Year - Actress,"Goodbye, Columbus"
Helmut Berger,1970,Nominee,New Star Of The Year - Actor,"Damned, The"
Glen Campbell,1970,Nominee,New Star Of The Year - Actor,True Grit
Michael Douglas,1970,Nominee,New Star Of The Year - Actor,"Hail, Hero!"
George Lazenby,1970,Nominee,New Star Of The Year - Actor,On Her Majesty's Secret Service
Jon Voight,1970,Winner,New Star Of The Year - Actor,Midnight Cowboy
Georges Delerue,1970,Nominee,Best Original Score - Motion Picture,Anne of the Thousand Days
Leslie Bricusse,1970,Nominee,Best Original Score - Motion Picture,"Goodbye, Mr. Chips"
Michel Legrand,1970,Nominee,Best Original Score - Motion Picture,"Happy Ending, The"
Ernest Gold,1970,Nominee,Best Original Score - Motion Picture,"Secret of Santa Vittoria, The"
Burt Bacharach,1970,Winner,Best Original Score - Motion Picture,Butch Cassidy and The Sundance Kid
Gene Kelly,1970,Nominee,Best Director - Motion Picture,"Hello, Dolly!"
Stanley Kramer,1970,Nominee,Best Director - Motion Picture,"Secret of Santa Vittoria, The"
Sydney Pollack,1970,Nominee,Best Director - Motion Picture,"They Shoot Horses, Don't They?"
John Schlesinger,1970,Nominee,Best Director - Motion Picture,Midnight Cowboy
Charles Jarrott,1970,Winner,Best Director - Motion Picture,Anne of the Thousand Days
"Assassination Bureau, The",1970,Nominee,Foreign Film - English Language,
If....,1970,Nominee,Foreign Film - English Language,
"Italian Job, The",1970,Nominee,Foreign Film - English Language,
Mayerling,1970,Nominee,Foreign Film - English Language,
Oh! What a Lovely War,1970,Winner,Foreign Film - English Language,
"Big Dig, The",1970,Nominee,Foreign Film - Foreign Language,
Fellini Satyricon,1970,Nominee,Foreign Film - Foreign Language,
Girls in the Sun,1970,Nominee,Foreign Film - Foreign Language,
Z,1970,Winner,Foreign Film - Foreign Language,
Julie Andrews,1970,Winner,World Film Favorites,
Mia Farrow,1970,Winner,World Film Favorites,
Steve McQueen,1970,Winner,World Film Favorites,
Sidney Poitier,1970,Winner,World Film Favorites,
Barbra Streisand,1970,Winner,World Film Favorites,
Dyan Cannon,1970,Nominee,New Star Of The Year - Actress,Bob & Carol & Ted & Alice
Goldie Hawn,1970,Nominee,New Star Of The Year - Actress,Cactus Flower
Marianne McAndrew,1970,Nominee,New Star Of The Year - Actress,"Hello, Dolly!"
Brenda Vaccaro,1970,Nominee,New Star Of The Year - Actress,Where It's At
Marianne McAndrew,1970,Nominee,Best Performance by an Actress in a Supporting Role in any Motion Picture,"Hello, Dolly!"
Si Phillips,1970,Nominee,Best Performance by an Actress in a Supporting Role in any Motion Picture,"Goodbye, Mr. Chips"
Brenda Vaccaro,1970,Nominee,Best Performance by an Actress in a Supporting Role in any Motion Picture,Midnight Cowboy
Susannah York,1970,Nominee,Best Performance by an Actress in a Supporting Role in any Motion Picture,"They Shoot Horses, Don't They?"
Goldie Hawn,1970,Winner,Best Performance by an Actress in a Supporting Role in any Motion Picture,Cactus Flower
Amanda Blake,1970,Nominee,Actress In A Television Series - Drama,Gunsmoke
Peggy Lipton,1970,Nominee,Actress In A Television Series - Drama,"Mod Squad, The"
Denise Nicholas,1970,Nominee,Actress In A Television Series - Drama,Room 222
Eleanor Parker,1970,Nominee,Actress In A Television Series - Drama,Bracken's World
Linda Cristal,1970,Winner,Actress In A Television Series - Drama,High Chaparral
Lucille Ball,1970,Nominee,Actress In A Television Series - Musical Or Comedy,Here's Lucy
Diahann Carroll,1970,Nominee,Actress In A Television Series - Musical Or Comedy,Julia (TV)
Barbara Eden,1970,Nominee,Actress In A Television Series - Musical Or Comedy,I Dream of Jeannie
Debbie Reynolds,1970,Nominee,Actress In A Television Series - Musical Or Comedy,"Debbie Reynolds Show, The"
Carol Burnett,1970,Winner,Actress In A Television Series - Musical Or Comedy,"Carol Burnett Show, The"
Julie Sommars,1970,Winner,Actress In A Television Series - Musical Or Comedy,"Governor and J. J., The"
Ingrid Bergman,1970,Nominee,Actress In A Leading Role - Musical Or Comedy,Cactus Flower
Dyan Cannon,1970,Nominee,Actress In A Leading Role - Musical Or Comedy,Bob & Carol & Ted & Alice
Kim Darby,1970,Nominee,Actress In A Leading Role - Musical Or Comedy,Generation
Mia Farrow,1970,Nominee,Actress In A Leading Role - Musical Or Comedy,John and Mary
Shirley MacLaine,1970,Nominee,Actress In A Leading Role - Musical Or Comedy,Sweet Charity
Anna Magnani,1970,Nominee,Actress In A Leading Role - Musical Or Comedy,"Secret of Santa Vittoria, The"
Barbra Streisand,1970,Nominee,Actress In A Leading Role - Musical Or Comedy,"Hello, Dolly!"
Patty Duke,1970,Winner,Actress In A Leading Role - Musical Or Comedy,"Me, Natalie"
Peter O’Toole,1970,Winner,Best Performance by an Actor in a Motion Picture - Musical or Comedy,"Goodbye, Mr. Chips"
Red Buttons,1970,Nominee,Best Performance by an Actor in a Supporting Role in any Motion Picture,"They Shoot Horses, Don't They?"
Jack Nicholson,1970,Nominee,Best Performance by an Actor in a Supporting Role in any Motion Picture,Easy Rider
Anthony Quayle,1970,Nominee,Best Performance by an Actor in a Supporting Role in any Motion Picture,Anne of the Thousand Days
Mitch Vogel,1970,Nominee,Best Performance by an Actor in a Supporting Role in any Motion Picture,"Reivers, The"
Gig Young,1970,Winner,Best Performance by an Actor in a Supporting Role in any Motion Picture,"They Shoot Horses, Don't They?"
Peter Graves,1970,Nominee,Actor In A Television Series - Drama,Mission: Impossible
Lloyd Haines,1970,Nominee,Actor In A Television Series - Drama,Room 222
Robert Wagner,1970,Nominee,Actor In A Television Series - Drama,It Takes a Thief
Robert Young,1970,Nominee,Actor In A Television Series - Drama,"Marcus Welby, M.D."
Mike Connors,1970,Winner,Actor In A Television Series - Drama,Mannix
Glen Campbell,1970,Nominee,Actor In A Television Series - Musical Or Comedy,"Glen Campbell Goodtime Hour, The"
Tom Jones,1970,Nominee,Actor In A Television Series - Musical Or Comedy,This Is Tom Jones
Dean Martin,1970,Nominee,Actor In A Television Series - Musical Or Comedy,"Dean Martin Show, The"
Jim Nabors,1970,Nominee,Actor In A Television Series - Musical Or Comedy,"Jim Nabors Hour, The"
Dan Dailey,1970,Winner,Actor In A Television Series - Musical Or Comedy,"Governor and J. J., The"
Jane Fonda,1970,Nominee,Best Performance by an Actress in a Motion Picture - Drama,"They Shoot Horses, Don't They?"
Liza Minnelli,1970,Nominee,Best Performance by an Actress in a Motion Picture - Drama,"Sterile Cuckoo, The"
Jean Simmons,1970,Nominee,Best Performance by an Actress in a Motion Picture - Drama,"Happy Ending, The"
Maggie Smith,1970,Nominee,Best Performance by an Actress in a Motion Picture - Drama,"Prime of Miss Jean Brodie, The"
Geneviève Bujold,1970,Winner,Best Performance by an Actress in a Motion Picture - Drama,Anne of the Thousand Days
Bracken's World,1970,Nominee,Best Television Series - Drama,
Mannix,1970,Nominee,Best Television Series - Drama,
"Mod Squad, The",1970,Nominee,Best Television Series - Drama,
Room 222,1970,Nominee,Best Television Series - Drama,
"Marcus Welby, M.D.",1970,Winner,Best Television Series - Drama,
"Glen Campbell Goodtime Hour, The",1970,Nominee,Best Television Series - Musical or Comedy,
"Governor and J. J., The",1970,Nominee,Best Television Series - Musical or Comedy,
Love American Style,1970,Nominee,Best Television Series - Musical or Comedy,
Rowan & Martin's Laugh-In,1970,Nominee,Best Television Series - Musical or Comedy,
"Carol Burnett Show, The",1970,Winner,Best Television Series - Musical or Comedy,
,1970,Nominee,Best Original Song - Motion Picture,"Goodbye, Columbus"
Jean,1970,Winner,Best Original Song - Motion Picture,"Prime of Miss Jean Brodie, The"
Raindrops Keep Fallin' On My Head,1970,Nominee,Best Original Song - Motion Picture,Butch Cassidy and The Sundance Kid
Stay,1970,Nominee,Best Original Song - Motion Picture,"Secret of Santa Vittoria, The"
The Time For Love Is Any Time,1970,Nominee,Best Original Song - Motion Picture,Cactus Flower
True Grit,1970,Nominee,Best Original Song - Motion Picture,True Grit
What Are You Doing the Rest Of Your Life?,1970,Nominee,Best Original Song - Motion Picture,"Happy Ending, The"
Adalen 31,1970,Nominee,Foreign Film - Foreign Language,
Alan Arkin,1969,Nominee,Best Performance by an Actor in a Motion Picture - Drama,"Heart Is a Lonely Hunter, The"
Alan Bates,1969,Nominee,Best Performance by an Actor in a Motion Picture - Drama,"Fixer, The"
Tony Curtis,1969,Nominee,Best Performance by an Actor in a Motion Picture - Drama,"Boston Strangler, The"
Cliff Robertson,1969,Nominee,Best Performance by an Actor in a Motion Picture - Drama,Charly
Peter O’Toole,1969,Winner,Best Performance by an Actor in a Motion Picture - Drama,The Lion in Winter
Fred Astaire,1969,Nominee,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Finian's Rainbow
Jack Lemmon,1969,Nominee,Best Performance by an Actor in a Motion Picture - Musical or Comedy,"Odd Couple, The (1968)"
Walter Matthau,1969,Nominee,Best Performance by an Actor in a Motion Picture - Musical or Comedy,"Odd Couple, The (1968)"
Zero Mostel,1969,Nominee,Best Performance by an Actor in a Motion Picture - Musical or Comedy,"Producers, The (1967)"
Sterling Silliphant,1969,Winner,Best Screenplay - Motion Picture,Charly
Charly,1969,Nominee,Best Motion Picture - Drama,
"Fixer, The",1969,Nominee,Best Motion Picture - Drama,
"Heart Is a Lonely Hunter, The",1969,Nominee,Best Motion Picture - Drama,
"Shoes of the Fisherman, The",1969,Nominee,Best Motion Picture - Drama,
The Lion in Winter,1969,Winner,Best Motion Picture - Drama,
Finian's Rainbow,1969,Nominee,Best Motion Picture - Musical or Comedy,
"Odd Couple, The (1968)",1969,Nominee,Best Motion Picture - Musical or Comedy,
Oliver!,1969,Winner,Best Motion Picture - Musical or Comedy,
"Yours, Mine and Ours",1969,Nominee,Best Motion Picture - Musical or Comedy,
Funny Girl,1969,Nominee,Best Motion Picture - Musical or Comedy,
Dalton Trumbo,1969,Nominee,Best Screenplay - Motion Picture,"Fixer, The"
James Goldman,1969,Nominee,Best Screenplay - Motion Picture,The Lion in Winter
Mel Brooks,1969,Nominee,Best Screenplay - Motion Picture,"Producers, The (1967)"
Roman Polanski,1969,Nominee,Best Screenplay - Motion Picture,Rosemary's Baby
Olivia Hussey,1969,Winner,New Star Of The Year - Actress,Romeo and Juliet
Alan Alda,1969,Nominee,New Star Of The Year - Actor,Paper Lion
Daniel Massey,1969,Nominee,New Star Of The Year - Actor,Star!
Michael Sarrazin,1969,Nominee,New Star Of The Year - Actor,"Sweet Ride, The"
Jack Wild,1969,Nominee,New Star Of The Year - Actor,Oliver!
Leonard Whiting,1969,Winner,New Star Of The Year - Actor,Romeo and Juliet
"Richard M. Sherman, Robert B. Sherman",1969,Nominee,Best Original Score - Motion Picture,Chitty Chitty Bang Bang
John Barry,1969,Nominee,Best Original Score - Motion Picture,The Lion in Winter
Lionel Bart,1969,Nominee,Best Original Score - Motion Picture,Oliver!
Nino Rota,1969,Nominee,Best Original Score - Motion Picture,Romeo and Juliet
Christopher Komeda,1969,Nominee,Best Original Score - Motion Picture,Rosemary's Baby
Michel Legrand,1969,Nominee,Best Original Score - Motion Picture,"Thomas Crown Affair, The"
Alex North,1969,Winner,Best Original Score - Motion Picture,"Shoes of the Fisherman, The"
Anthony Harvey,1969,Nominee,Best Director - Motion Picture,The Lion in Winter
Carol Reed,1969,Nominee,Best Director - Motion Picture,Oliver!
William Wyler,1969,Nominee,Best Director - Motion Picture,Funny Girl
Franco Zeffirelli,1969,Nominee,Best Director - Motion Picture,Romeo and Juliet
Paul Newman,1969,Winner,Best Director - Motion Picture,"Rachel, Rachel"
Benjamin,1969,Nominee,Foreign Film - English Language,
"Buona Sera, Mrs. Campbell",1969,Nominee,Foreign Film - English Language,
Joanna,1969,Nominee,Foreign Film - English Language,
Poor Cow,1969,Nominee,Foreign Film - English Language,
Romeo and Juliet,1969,Winner,Foreign Film - English Language,
"Bride Wore Black, The",1969,Nominee,Foreign Film - Foreign Language,
I Even Met Happy Gypsies,1969,Nominee,Foreign Film - Foreign Language,
Shame,1969,Nominee,Foreign Film - Foreign Language,
Stolen Kisses,1969,Nominee,Foreign Film - Foreign Language,
War and Peace (1966),1969,Winner,Foreign Film - Foreign Language,
Julie Andrews,1969,Winner,World Film Favorites,
Richard Burton,1969,Winner,World Film Favorites,
Sean Connery,1969,Winner,World Film Favorites,
Sophia Loren,1969,Winner,World Film Favorites,
Sidney Poitier,1969,Winner,World Film Favorites,
Ewa Aulin,1969,Nominee,New Star Of The Year - Actress,Candy
Jacqueline Bisset,1969,Nominee,New Star Of The Year - Actress,"Sweet Ride, The"
Barbara Hancock,1969,Nominee,New Star Of The Year - Actress,Finian's Rainbow
Sondra Locke,1969,Nominee,New Star Of The Year - Actress,"Heart Is a Lonely Hunter, The"
Leigh Taylor-Young,1969,Nominee,New Star Of The Year - Actress,"I Love You, Alice B. Toklas!"
Barbara Hancock,1969,Nominee,Best Performance by an Actress in a Supporting Role in any Motion Picture,Finian's Rainbow
Abbey Lincoln,1969,Nominee,Best Performance by an Actress in a Supporting Role in any Motion Picture,For Love of Ivy
Sondra Locke,1969,Nominee,Best Performance by an Actress in a Supporting Role in any Motion Picture,"Heart Is a Lonely Hunter, The"
Jane Morrow,1969,Nominee,Best Performance by an Actress in a Supporting Role in any Motion Picture,The Lion in Winter
Ruth Gordon,1969,Winner,Best Performance by an Actress in a Supporting Role in any Motion Picture,Rosemary's Baby
Doris Day,1969,Nominee,Actress In A Television Series,"Doris Day Show, The"
Hope Lange,1969,Nominee,Actress In A Television Series,"Ghost and Mrs. Muir, The"
Elizabeth Montgomery,1969,Nominee,Actress In A Television Series,Bewitched
Nancy Sinatra,1969,Nominee,Actress In A Television Series,Movin' with Nancy
Diahann Carroll,1969,Winner,Actress In A Television Series,Julia (TV)
Julie Andrews,1969,Nominee,Actress In A Leading Role - Musical Or Comedy,Star!
